BCI-AV#|English|Derivation - explanation|POS
28057|modifier_(object_form,direct_object,accusative)|(grammatical modification (to) [half size, crossing baseline]) - Character (modified)|GREY
28058|music_festival|(festival + music [contraction]) |YELLOW
28059|nationality_(official)|(nation + paper) should be state_paper|YELLOW
28060|negative_outcome|(consequence + minus)|YELLOW
28061|neck_support|(aid + head_and_neck) should be neck (head)|YELLOW
28062|paint_box|(case + paint [contraction])|YELLOW
28063|penalty_(sport)|(punishment + sport)|YELLOW
28064|positive_outcome|(consequence + plus)|YELLOW
28065|pride_parade,festival_of_equality|(event + feeling + equality)|YELLOW
28066|punishment|(consequence + negative)|YELLOW
28067|realistic|(reality + description indicator)|GREEN
28068|realize-(to)|(to cause + reality)|RED
28069|red_card,penalty_card_(sports)|(card + red) [penalty in sporting game]|YELLOW
28070|reference,references,source,sources|(generalization + idea)|YELLOW
28071|reference_list|(paper + references)|YELLOW
28072|reward|(consequence + positive)|YELLOW
28073|roller_coaster|(vehicle + up + turn + fast)|YELLOW
28074|rugby_field,football_field_(N.A.)|(place + rugby [contraction])|YELLOW
28075|seam_(fabric)|(attachment + fabric)|YELLOW
28076|spectator|(person + see)|BLUE
28077|speech_generating_device,voice_output_device,speech_output_device,talker|(digital device + speak)|YELLOW
28078|sustain-(to)|(protection + action indicator + future)|RED
28079|suture,join,seam_(medical)|(attachment + medical)|YELLOW
28080|sweater,jumper,pullover|(shirt + over)|YELLOW
28081|uniform|(clothes + group)|YELLOW
28082|water_park|(amusement park + pool)|YELLOW
28083|whoops,oops|(emotion + talking + hand+ intensity [superimposed]: something you say to play down a small accident)|GREY
28084|yellow_card,penalty_card_(sports)|(card + yellow: warning for bad behavior in sporting game)|YELLOW
29001|address_book,contact_list|(book + address [contraction])|YELLOW
29002|afterwards|(time + after)|GREEN
29003|alternate_(OLD)|(alternation,expansion,stretching + action indicator)|RED
29004|alternation_(OLD)|(symbol suggests two opposing, outgoing forces, causing stretching) - Character|YELLOW
29005|another_time|(time + 2_(digital))|WHITE
29006|applicant|(person + question + application)|BLUE
29007|application|(question + decision)|YELLOW
29008|apply-(to)|(activity + application + action indicator)|RED
29009|archive|(collection + important)|YELLOW
29010|baby_shop,baby_store|(shop + thing + baby)|YELLOW
29011|bag_shop,bag_store,luggage_shop,luggage_store|(shop + bag)|YELLOW
29012|beforehand|(time + before)|GREEN
29013|bicycle_shop,bicycle_store|(shop + bicycle)|YELLOW
29014|binder,ring_binder|(folder + ring)|YELLOW
29015|bungee|(fiber + stretching + hook)|YELLOW
29016|car_dealer,car_dealership|(shop + car)|YELLOW
29017|computer_shop,computer_store,electronics_shop,electronics_store|(shop + digital_device)|YELLOW
29018|concave|(concavity + description indicator)|GREEN
29019|concavity|(concavity: lines curving inward) - Character|YELLOW
29020|cone_(shape)|(shape + cone)|YELLOW
29021|convex|(convexity + description indicator)|GREEN
29022|convexity|(convexity: lines curving or bulging outward) - Character|YELLOW
29023|Corona_virus|(virus + crown)|YELLOW
29024|Covid_19|(corona_virus + 19)|YELLOW
29025|cube_(shape)|(shape + cube)|YELLOW
29026|cylinder_(shape)|(shape + cylinder)|YELLOW
29027|date(1)|(year + month + day)|YELLOW
29028|date(2)|(day + month + year)|YELLOW
29029|date(3)|(month + day + year)|YELLOW
29030|decagon|(shape + corner [contraction] + 10)|YELLOW
29031|digital_board,interactive_board,smart_board|(enclosed_space + pen + digital)|YELLOW
29032|direct,directly|(toward + exclamation mark)|GREEN
29033|elastic_cord,elastic_band|(string + stretching)|YELLOW
29034|electrical_shop,electrical_store|(shop + thing + electricity)|YELLOW
29035|eraser|(destroy + thing indicator) - Character|YELLOW
29036|everywhere|(all + place)|YELLOW
29037|fabric_shop,fabric_store|(cloth + stretching)|YELLOW
29038|filing_cabinet|(chest_of_drawers + folder)|YELLOW
29039|global|(earth + description indicator)|GREEN
29040|glue_stick,glue_tube|(glue + tube [pictorial])|YELLOW
29041|hardware_store_(goods)|(shop + tool)|YELLOW
29042|heart_(shape)|(shape + heart)|YELLOW
29043|heptagon|(shape + corner [contraction] + 7)|YELLOW
29044|hexagon|(shape + corner [contraction] + 6)|YELLOW
29045|highlighter,marker|(pen + colour + interest)|YELLOW
29046|isolation|(being_(state_of) + 1) [being alone]|YELLOW
29047|jewelry_shop,jewellery_store,jewellers|(shop + jewelry)|YELLOW
29048|job_application,work_application|(application + work)|YELLOW
29049|job_qualification|(card + profession)|YELLOW
29050|local|(place + description indicator)|GREEN
29051|long_time_ago|(limited_time + long + ago)|WHITE
29052|lycra,spandex,stretchy_fabric|(cloth + stretching)|YELLOW
29053|maximum|(most: noun form)|YELLOW
29054|minimum|(opposite_meaning + maximum)|YELLOW
29055|music_shop,music_store|(shop + record)|YELLOW
29056|nail_gun|(tool + nail)|YELLOW
29057|notice_board,bulletin_board|(enclosed_space + information)|YELLOW
29058|octagon|(shape + corner [contraction] + 8)|YELLOW
29059|parallelogram|(quadrilateral+ parallel + 2)|YELLOW
29060|pastry_shop,patisserie|(shop + cake)|YELLOW
29061|pentagon|(shape + corner [contraction] + 5)|YELLOW
29062|perfumery|(shop + perfume)|YELLOW
29063|pet_shop,pet_store|(shop + animal)|YELLOW
29064|polygon_(category)|(shape + gereralization+ corner [contraction])|YELLOW
29065|post-it_note,reminder_note|(paper + memory + attached)[a paper for your memory which can be attached somewhere]|YELLOW
29066|project|(plan + activity + purpose)|YELLOW
29067|pyramid_(shape)|(shape + pyramid)|YELLOW
29068|quadrilateral|(shape + corner [contraction] + 4)|YELLOW
29069|quarantine|(isolation + medicine)|YELLOW
29070|record_shop,record_store,music_shop_music_store|(shop + record)|YELLOW
29071|report|(full + information)|YELLOW
29072|re-usable,recycable|(use + again + description indicator before fact)|GREEN
29073|re-used,recycled|(use + again + description indicator after fact)|GREEN
29074|rubber_band|(ring + stretching)|YELLOW
29075|scotch_tape,adhesive_tape|(linear_thing + glue)|YELLOW
29076|second_hand|(second_hand + description indicator)|GREEN
29077|second_hand_(goods)|(goods + again) [things which can be used or sold again]|YELLOW
29078|second_hand_clothes_shop,second_hand_clothing_shop|(shop + clothes + second hand [contraction])|YELLOW
29079|second_hand_shop,charity_shop,vintage_shop|(shop + second hand)|YELLOW
29080|semicircle,half_circle_(shape)|(shape + half_circle)|YELLOW
29081|shape_(in_combinations)|(eye + thing) - Character (superimposed)|YELLOW
29082|shoe_shop,shoe_store|(shop + shoe)|YELLOW
29083|shredder_(paper),paper_shredder|(machine + destroy + paper)|YELLOW
29084|social_distance|(at_a_distance + person)|YELLOW
29085|social_distance-(to)|(at_a_distance + person + action indicator)|RED
29086|spiral_binder|(folder + spiral)|YELLOW
29087|staple_gun|(tool + pin + material)|YELLOW
29088|staple_remover|(tool + remove + pin)|YELLOW
29089|stapler|(tool + pin + paper)|YELLOW
29090|star_(shape)|(shape + star)|YELLOW
29091|stationery_shop,stationery_store|(shop + generalization + pen) [pen represents all writing material in the stationery shop]|YELLOW
29092|tag,sticker,label|(card + little + information)|YELLOW
29093|third_(ordinal)|(3 + decimal point + description indicator) [the dot indicates an ordinal numeral]|GREEN
29094|this_afternoon|(afternoon + now)|YELLOW
29095|this_evening|(evening + now)|YELLOW
29096|this_morning|(morning_(early) + now)|YELLOW
29097|tiny,mini,minscule,teeny-tiny|(little,small + intensity)|GREEN
29098|trapezoid,trapezium|(shape + corner [contraction] + 4 + parallel + 1)|YELLOW
29099|tube_(shape)|(shape + tube)|YELLOW
29100|used_car_dealer|(shop + car + second hand [contraction])|YELLOW
29101|vaccinate|(vaccination + action indicator)|RED
29102|vaccinated|(vaccination + description indicator after fact)|GREEN
29103|vaccination|(injection + liquid + protection)|YELLOW
29104|vaccine|(liquid + medicine + protection)|YELLOW
29105|whine-(to)|(talk + high pitch)|RED
29106|whiteboard|(enclosed_space + pen + white)|YELLOW
29107|wood_shredder,garden_shredder|(machine + destroy + wood)|YELLOW
29108|work_interview|(interview + work)|YELLOW
29109|work_schedule|(paper + time + work)|YELLOW
29110|written_report|(report + pen)|YELLOW
29111|yarn_shop,yarn_store,wool_shop,wool_store|(shop + yarn [contraction])|YELLOW
29201|aromatic|(smell + positive + description indicator)|GREEN
29202|smelly_(bad)|(to stink + description indicator)|GREEN
29203|boiling|(to boil (liquid) + description indicator)|GREEN
29204|caffeine|(substance + coffee)|YELLOW
29205|decaffeinated|(without + caffein + description indicator)|GREEN
29206|gluten|(part of + grain)|YELLOW
29207|lactose|(part of + milk)|YELLOW
29208|lactose_free|(without + lactose + description indicator)|GREEN
29209|milk_free,dairy_free|(without + milk + description indicator)|GREEN
29210|milk_product,dairy_product|(man-maid_item, product + milk)|YELLOW
29211|kosher_food|(food + law (in combination) + Jewish: food prepared according to Jewish law)|YELLOW
29212|halal_food|(food + law (in combination) + Islamic: food prepared according to Islamic law, shariah)|YELLOW
29213|ripe,fully_developed|(development + complete [contr.] + descriptive indicator)|GREEN
29214|ripen,fully_develop-(to)|(development + complete [contr.] + action indicator)|RED
29215|ripening|(ripe,fully_developed + description indicator, before fact)|GREEN
29216|recycling_station_worker,garbage_station_worker|(person + to sort + waste, garbage)|BLUE
29217|garbage_man,bin_collector|(person + work + garbage)|BLUE
29218|apprentice,intern-(to),serve_as_an_apprentice,intern,trainee-(to)|(to learn + work + action indicator: to work as an apprentice, intern or trainee)|RED
29219|apprenticeship,internship,professional_training,traineeship|(to learn + work: the position of apprentice)|YELLOW
29220|training,practice|(to learn + activity)|RED
29221|train,practice-(to)|(to learn + activity + action indicator)|YELLOW
29222|part-time_employee|(person + work + part of + time)|BLUE
29223|temporary_employee|(employee + limited time, period)|BLUE
29224|relief,substitute,respite_carer|(helper + limited time)|BLUE
29225|kindergarten_teacher,preschool_teacher|(teacher (in combination) + kindergarten, preschool)|BLUE
29226|leader,director,guide,coach|Add coach, Changes made|BLUE
29227|coach_(sport)|(leader, coach + sport)|BLUE
29228|swimming_instructor,swimming_teacher|(teacher, instructor (in combination) + to swim)|BLUE
29229|bank_customer|(client, customer + bank [contr.])|BLUE
29230|banker,bank_clerk,bank_teller,bank_employee|(person + bank)|BLUE
29231|office_worker|(person + office)|BLUE
29232|construction_worker,builder|(person + work + structure)|BLUE
29233|body_guard,security_guard|(protector [contr.] + other + intensity |BLUE
29234|delivery_(goods)|(goods + to bring) – Character (superimposed)|YELLOW
29235|deliver_(goods)-(to)|(delivery + action indicator|RED
29236|delivery_man,deliverer,delivery_person,delivery_agent|(person + delivery)|BLUE
29237|cleaner,house_maid,maid|(person + work + clean)|BLUE
29238|electrician|(person + work + electricity)|BLUE
29239|expert,specialist|(person + most + knowledge)|BLUE
29240|computer_specialist,data_expert|(specialist + digital)|BLUE
29241|knowable|(knowledge + description indicator before fact: capable of being known)|GREEN
29242|known|(knowledge + description indicator after fact)|GREEN
29243|interpreter,translator|(person + to translate, interpret)|BLUE
29244|plumber|(person + work + pipe, hose, tube (2))|BLUE
29245|melt_(metal)-(to)|(metal [contr.] + fluid + action indicator: heat changing solid metal to fluid) – Character (superimposed)|RED
29246|weld-(to)|(to join + to melt (metal) + action indicator: to join together by melting metal)|RED
29247|welder|(person + to weld)|BLUE
29248|busy|(much + activity + exclamation mark + description indicator)|GREEN
29249|tidy-(to)|(put-(to) + place + action indicator: to put in place)|GREEN
29250|tidy_up-(to)|(to put+ thing + place + action indicator: to put things in place)|RED
29251|tidy,put_in_place|(to tidy_up + description indicator)|RED
29252|untidy|(not [contr.] + tidy + description indicator: things are not in their right places)|GREEN
29253|unplanned|(without + plan + description indicator)|GREEN
29254|paper_cutter,guillotine_(paper)|(tool + to cut + paper)|YELLOW
29255|clipboard|(board + paper + to attach)|YELLOW
29256|voicemail,voice_message|(machine + repetition + voice)|YELLOW
29257|vending_machine|(machine + to sell)|YELLOW
29258|leaf_blower|(machine + to blow + leaf)|YELLOW
29259|snow_blower|(machine + to blow + snow)|YELLOW
29260|snowplow,snowplough,snow_remover|snow_remover added to (23951)|YELLOW
29261|snowfall|(snow + limited time: a lot of snow falls in a short time)|YELLOW
29262|snow_pile,pile_of_snow|(collection + snow)|YELLOW
29263|sleet|(rain + snow)|YELLOW
29264|icicle|(ice + linear thing)|YELLOW
29265|hail-(to)|(hail + action indicator)|RED
29266|freezing_rain|(rain + ice: rain which turns into ice when it hits the cold ground)|YELLOW
